# d[mm] R[kOhm]
2386	317.6
2386    317.8
2132    265.8
2132	266.8
1878    212.1
1878	210.7
1624    166.44
1624	165.48
1370    134.31
1370    133.6
1370	128.33
1370    124.38
1116    97.11
1116    94.76
1116	96.35
862     65.75
862     65.47
862	65.75
608     46.03
608     46.00
608	45.88
354	32.95
354     32.14
354     32.95
