#distance vs R for laser at correct orientation 
0	24.6
0	23.71
25.4	25.26
25.4	26.89
25.4	25.2
50.8	29.24
50.8	26.9
50.8	26.8
76.2	31.99
76.2	31.39
101.6	37.08
101.6	37.41
127	43.38
127	45.91
152.4	50.62
152.4	50.49
177.8	57.36
177.8	58.2
203.2	65.75
203.2	64.17
228.6	74.44
228.6	72.91
254	83.29
254	82.01
#508	80.6
508	177.6

