#distance vs 1/R for laser at correct orientation 0 to 90 inches 
0	4.173
0	4.138
50.8	4.836
50.8	4.807
101.6	6.361
101.6	6.446
152.4	8.730
152.4	8.464
203.2	10.874
203.2	11.103
254	13.518
254	14.285
508	27.820
508	28.100
762	44.060
762	46.150
1016	62.000
1016	61.090
1270	90.110
1270	88.680
1524	112.870
1524	115.040
1778	137.880
1778	141.680
2032	162.510
2032	171.630
2286	194.270
2286	216.000

